_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	13	30652	59319	1.078561320754717	0.04711491322056431					424000	13	30652	59319	12.869207547169811	0.26810300178088114					424000	13	30652	59319	2.158358490566038	40.79337077076778					424000	13	30652	59319	1.6131367924528301	0.25799412783327236				
	424000	13	30702	60444	1.0775566037735849	0.047142120803462646					424000	13	30702	60444	8.623358490566037	0.2684361969623261					424000	13	30702	60444	2.1592311320754716	40.79335045766413					424000	13	30702	60444	5.917766509433962	0.2581458043976784				
	424000	13	30752	85748	1.0771037735849056	0.04716928802752313					424000	13	30752	85867	5.391132075471698	0.2685529268139709					424000	13	30752	85868	2.1492028301886794	40.79333024416337					424000	13	30752	85868	9.150370283018868	0.25853749528657183				
	424000	13	30802	76244	1.0761792452830188	0.04719638692941843					424000	13	30802	76244	9.827537735849056	0.26898929256984205					424000	13	30802	76244	2.155205188679245	40.79331013610057					424000	13	30802	76244	4.6869009433962265	0.25862254952003294				
	424000	13	30852	66478	1.074990566037736	0.04722340201649607					424000	13	30852	66478	5.917818396226415	0.26913464535200987					424000	13	30852	66478	2.151580188679245	40.793290127722386					424000	13	30852	66478	8.614037735849056	0.25896711178838955				
	424000	13	30902	51694	1.0780094339622641	0.04725058324079012					424000	13	30902	51694	9.679287735849057	0.26955652613717784					424000	13	30902	51694	2.1585330188679244	40.79327022488441					424000	13	30902	51694	4.847518867924529	0.25905989674317575				
	424000	13	30952	44059	1.080311320754717	0.04727788795028269					424000	13	30952	44059	10.198563679245282	0.27002548952201805					424000	13	30952	44059	2.1547169811320757	40.7932504203728					424000	13	30952	44059	4.309716981132076	0.2591273441253631				
	424000	13	31002	43993	1.0751745283018868	0.04730487423830913					424000	13	31002	43993	5.921969339622642	0.2701704416998857					424000	13	31002	43993	2.161264150943396	40.79323071931994					424000	13	31002	43993	8.634943396226415	0.25947290391133454				
	424000	13	31052	37112	1.0779339622641508	0.047332010889458334					424000	13	31052	37112	8.392231132075471	0.27048242766012925					424000	13	31052	37112	2.153981132075472	40.793211114508914					424000	13	31052	37112	6.172658018867924	0.25963907808028036				
	424000	13	31102	30844	1.0761933962264152	0.04735903113257805					424000	13	31102	30844	5.909931603773585	0.27062643496670336					424000	13	31102	30844	2.1601438679245284	40.79319161107083					424000	13	31102	30845	8.598452830188679	0.2599808257867727				
	424000	13	31152	29770	1.076	0.047386026774675745					424000	13	31152	29770	7.16373820754717	0.27084825942977164					424000	13	31152	29770	2.1569693396226417	40.79317220469315					424000	13	31152	29770	7.376976415094339	0.2602270869663361				
	424000	13	31202	29333	1.077811320754717	0.04741311634973908					424000	13	31202	29333	5.7704009433962264	0.2709842567624364					424000	13	31202	29333	2.155558962264151	40.79315289542129					424000	13	31202	29333	8.761926886792454	0.2605816929992455				
	424000	13	31252	21949	1.0779481132075472	0.04744020071453562					424000	13	31252	21949	5.39	0.27109976682641607					424000	13	31252	21949	2.1542358490566036	40.79313368184518					424000	13	31252	21949	9.150049528301887	0.260969256797392				
	424000	13	31302	22899	1.0782924528301887	0.04746729212563776					424000	13	31302	22900	9.158018867924529	0.2714728695620957					424000	13	31302	22900	2.153639150943396	40.79311456473938					424000	13	31302	22900	5.368587264150944	0.261088166836988				
	424000	13	31352	20754	1.0767641509433963	0.04749428004617144					424000	13	31352	20754	6.092783018867925	0.27162680686917573					424000	13	31352	20754	2.1556627358490568	40.7930955441503					424000	13	31352	20754	8.459669811320754	0.261416382905863				
	424000	13	31402	22182	1.0766367924528302	0.04752124730073249					424000	13	31402	22182	4.7714575471698115	0.27171160481490325					424000	13	31402	22182	2.151174528301887	40.79307661648314					424000	13	31402	22182	9.773990566037735	0.26185905695425854				
	424000	13	31452	28752	1.0773632075471697	0.04754824419002763					424000	13	31452	28752	7.531834905660378	0.2719578001206164					424000	13	31452	28752	2.155301886792453	40.793057784697055					424000	13	31452	28752	7.004301886792453	0.2620772592544481				
	424000	13	31502	20867	1.0756037735849056	0.04757512441082922					424000	13	31502	20867	6.998415094339623	0.27216745080722177					424000	13	31502	20867	2.150627358490566	40.793039045195115					424000	13	31502	20867	7.540188679245283	0.2623331265498267				
	424000	13	31552	28009	1.0779716981132075	0.047602130797360746					424000	13	31552	28009	3.2266273584905663	0.27219076156867056					424000	13	31552	28097	2.145120283018868	40.79302039656456					424000	13	31552	28098	11.309242924528302	0.2629273732618803				
	424000	13	31602	30516	1.0753962264150942	0.04762897270314293					424000	13	31602	30516	10.238759433962263	0.27265830797274326					424000	13	31602	30516	2.152865566037736	40.79300184322479					424000	13	31602	30516	4.312264150943396	0.262993913168303				
	424000	13	31652	32606	1.0787122641509435	0.047655996286282414					424000	13	31652	32606	11.394525943396227	0.2732387407212988					424000	13	31652	32606	2.1498301886792452	40.79298338157509					424000	13	31652	32606	3.1580731132075472	0.263015801216201				
	424000	13	31702	32628	1.0750518867924528	0.04768279192934514					424000	13	31702	32628	5.934266509433963	0.2733825943278838					424000	13	31702	32628	2.1492783018867923	40.792965010204476					424000	13	31702	32628	8.62811320754717	0.2633551210209811				
	424000	13	31752	31812	1.079316037735849	0.0477098245964171					424000	13	31752	31812	8.084823113207547	0.27366710494071916					424000	13	31752	31812	2.1548514150943396	40.79294673207848					424000	13	31752	31812	6.4582075471698115	0.26353624585852137				
	424000	13	31802	35867	1.0788490566037736	0.04773681656672596					424000	13	31802	35867	8.306077830188679	0.2739679988277341					424000	13	31802	35867	2.1513466981132074	40.792928543589106					424000	13	31802	35867	6.2286108490566034	0.263703025862893				
	424000	13	31852	46282	1.0765235849056605	0.04776365913713547					424000	13	31852	46282	5.383490566037736	0.2740818729970899					424000	13	31852	46283	2.155674528301887	40.79291044552016					424000	13	31852	46283	9.163721698113207	0.2640866769431817				
	424000	13	31902	40638	1.0794858490566037	0.04779066203583038					424000	13	31902	40638	8.309443396226415	0.274382511807106					424000	13	31902	40638	2.1554127358490565	40.79289243718051					424000	13	31902	40638	6.241247641509434	0.26425384287704995				
	424000	13	31952	40537	1.0773915094339623	0.04781752914622173					424000	13	31952	40537	9.145599056603773	0.2747495757804502					424000	13	31952	40537	2.1581698113207546	40.79287451789206					424000	13	31952	40537	5.395259433962265	0.2643726519467294				
	424000	13	32002	45719	1.0794245283018868	0.04784450200775055					424000	13	32002	45719	5.385471698113207	0.2748632048977981					424000	13	32002	45719	2.1580212264150944	40.79285668696385					424000	13	32002	45719	9.146080188679246	0.2647536847991012				
	424000	13	32052	47959	1.0778679245283018	0.04787137069322594					424000	13	32052	47959	5.370754716981132	0.2749760551799321					424000	13	32052	47959	2.155176886792453	40.79283894224639					424000	13	32052	47959	9.176551886792453	0.26513675278582416				
	424000	13	32102	49431	1.0768066037735848	0.04789816440316841					424000	13	32102	49431	5.9337216981132075	0.27511892500675383					424000	13	32102	49431	2.1564740566037734	40.792821284520855					424000	13	32102	49431	8.614905660377358	0.2654719701157383				
	424000	13	32152	52459	1.0753584905660378	0.04792486084794267					424000	13	32152	52459	6.159091981132075	0.27527450694621286					424000	13	32152	52459	2.153325471698113	40.79280371236056					424000	13	32152	52459	8.37691037735849	0.265787568273631				
	424000	13	32202	58009	1.07875	0.0479517418417099					424000	13	32202	58009	6.980632075471698	0.2754802302719562					424000	13	32202	58009	2.1518679245283017	40.79278622508292					424000	13	32202	58010	7.543259433962264	0.2660397092292649				
	424000	13	32252	61682	1.0790330188679245	0.047978626184254					424000	13	32252	61682	4.147658018867925	0.2755370915277313					424000	13	32252	61682	2.150700471698113	40.792768822001584					424000	13	32252	61682	10.395	0.2665324051719715				
	424000	13	32302	66094	1.0776037735849056	0.04800541423260818					424000	13	32302	66094	8.648301886792453	0.2758621591522146					424000	13	32302	66094	2.162320754716981	40.792751509029344					424000	13	32302	66094	5.928507075471698	0.2666794628539772				
	424000	13	32352	62765	1.0771179245283018	0.04803216105269598					424000	13	32352	62765	4.313358490566038	0.27592577666632506					424000	13	32352	62825	2.149047169811321	40.792734274468145					424000	13	32352	62825	10.222268867924528	0.2671542771965813				
	424000	13	32402	55679	1.0752924528301886	0.048058789075662474					424000	13	32402	55679	9.145919811320756	0.27629053041695195					424000	13	32402	55679	2.1532712264150944	40.79271712497327					424000	13	32402	55679	5.385754716981132	0.2672711500270328				
	424000	13	32452	60670	1.0755424528301887	0.048085418795091074					424000	13	32452	60671	5.395731132075472	0.27640412951955273					424000	13	32452	60671	2.150320754716981	40.792700058375665					424000	13	32452	60671	9.158268867924528	0.2676486637617361				
	424000	13	32502	53616	1.0771037735849056	0.048112126125208494					424000	13	32502	53616	12.930622641509434	0.2771421113456266					424000	13	32502	53616	2.1528443396226415	40.79268307473605					424000	13	32502	53616	1.6122523584905661	0.26763023112110174				
	424000	13	32552	79973	1.0763915094339622	0.04813877931763133					424000	13	32552	79973	8.39011320754717	0.27744516355293647					424000	13	32552	79973	2.1559740566037737	40.79266617409913					424000	13	32552	79973	6.15003537735849	0.26778957082179883				
	424000	13	32602	53084	1.0757830188679245	0.04816538449935232					424000	13	32602	53084	8.624	0.2777658565781785					424000	13	32602	53084	2.1469740566037734	40.792649351355315					424000	13	32602	53084	5.917662735849056	0.2679353276875362				
	424000	12	32652	55877	1.1673537735849056	0.048197469258323626					424000	12	32652	55877	7.43645283018868	0.27799959057657325					424000	12	32652	55877	2.33122641509434	40.7926326840877					424000	12	32652	55877	8.355929245283019	0.26824607248341437				
	424000	12	32702	53080	1.1647264150943397	0.048229369312017906					424000	12	32702	53080	8.163683962264152	0.2782846370543847					424000	12	32702	53080	2.3257051886792452	40.79261609481018					424000	12	32702	53080	7.574830188679245	0.268497932869814				
	424000	12	32752	51787	1.1675801886792452	0.048261425224541805					424000	12	32752	51787	6.989603773584905	0.2784884715447277					424000	12	32752	51787	2.3364646226415093	40.79259958890413					424000	12	32752	51787	8.171674528301887	0.2687936897610206				
	424000	12	32802	50932	1.1658867924528302	0.04829335461473895					424000	12	32802	50932	8.758195754716981	0.2788183163216533					424000	12	32802	50932	2.336287735849057	40.792583162603876					424000	12	32802	50932	7.010292452830189	0.26900612790677214				
	424000	12	32852	47891	0.999627358490566	0.048315638957005795					424000	12	32852	47891	7.4945165094339625	0.2790549985685078					424000	12	32852	47891	1.7527853773584905	40.792566590023					424000	12	32852	47891	5.997905660377358	0.2691557577803358				
	424000	12	32902	50406	1.1699716981132076	0.04834778728992623					424000	12	32902	50406	8.161471698113207	0.2793386731220566					424000	12	32902	50406	2.3290825471698113	40.79255031774296					424000	12	32902	50406	7.58936320754717	0.2694077106513898				
	424000	12	32952	54271	1.1656981132075472	0.048379649303183656					424000	12	32952	54271	7.580410377358491	0.2795807251170743					424000	12	32952	54271	2.3331084905660378	40.79253412524832					424000	12	32952	54271	8.165533018867924	0.26970188660493816				
	424000	12	33002	52961	1.1675424528301888	0.048411604212492826					424000	12	33002	52961	5.2476580188679245	0.27968550667259573					424000	12	33002	52961	2.334311320754717	40.79251801034889					424000	12	33002	52961	10.486061320754716	0.270195884073065				
	424000	12	33052	54461	1.0009622641509435	0.04843391437961231					424000	12	33052	54461	6.4926415094339625	0.27985766613459107					424000	12	33052	54461	1.7480212264150943	40.792501748307714					424000	12	33052	54461	6.98286320754717	0.2704052953772038				
	424000	12	33102	47529	1.1651698113207547	0.048465688467441946					424000	12	33102	47529	7.582096698113207	0.2800993398104387					424000	12	33102	47529	2.333188679245283	40.79248578637022					424000	12	33102	47529	8.167448113207547	0.2706984142595385				
	424000	12	33152	47935	1.1668962264150944	0.04849754802459884					424000	12	33152	47935	4.656867924528302	0.2801765889585551					424000	12	33152	47935	2.3347146226415094	40.792469901418144					424000	12	33152	47935	11.049216981132075	0.27124585142130014				
	424000	12	33202	48065	1.1672688679245282	0.048529409448434195					424000	12	33202	48065	5.251563679245283	0.2802813916999458					424000	12	33202	48066	2.3356650943396224	40.792454092023					424000	12	33202	48066	10.51616037735849	0.2717396854588049				
	424000	12	33252	49858	1.164566037735849	0.048561083416083325					424000	12	33252	49858	6.177377358490566	0.2804349383464703					424000	12	33252	49858	2.3367806603773587	40.79243835749653					424000	12	33252	49858	9.593325471698114	0.27214776239157357				
	424000	12	33302	54882	0.9997735849056604	0.04858327137974598					424000	12	33302	54883	8.014075471698114	0.2807063618159243					424000	12	33302	54883	1.7558419811320756	40.7924224782621					424000	12	33302	54883	5.502049528301887	0.27226839983211865				
	424000	12	33352	62755	1.1695377358490566	0.04861521755340302					424000	12	33352	62755	9.906669811320755	0.28112846786461804					424000	12	33352	62755	2.3347877358490567	40.79240689195619					424000	12	33352	62756	5.829528301886793	0.2724066159899298				
	424000	12	33402	67169	1.1638915094339624	0.04864679556779015					424000	12	33402	67169	9.186165094339623	0.281488968102484					424000	12	33402	67169	2.336929245283019	40.792391380646606					424000	12	33402	67169	6.56460141509434	0.27258765804575197				
